Barcode,IssueDate,IsActive,SSN
13241,2015-10-28 17:30:29.650,0,1103548703
13242,2017-10-24 01:29:09.470,1,1210886898
13243,2019-12-11 20:48:51.290,1,1001577549
13244,2013-08-23 15:05:27.580,0,1204307458
13245,2016-06-05 09:43:40.830,1,0700409690
13246,2015-09-13 02:24:54.560,0,1300066277
13247,2018-09-07 14:12:23.650,0,1209222833
13248,2018-03-10 20:18:18.360,1,1111968073
13249,2017-01-18 21:25:56.080,1,1301775042
13250,2020-05-23 01:29:01.610,0,0000194468
13251,2017-03-02 22:33:26.110,1,1306908580
13252,2020-04-30 21:46:28.430,0,0804343872
13253,2016-10-11 07:35:39.610,0,0910516457
13254,2018-09-01 22:55:08.810,0,1209770062
13255,2013-09-24 16:44:43.510,1,1011740048
13256,2013-09-23 11:23:34.330,0,1102887179
13257,2013-08-04 04:36:42.270,1,0506687803
13258,2014-08-12 16:50:50.490,1,0608084057
13259,2019-05-09 12:31:28.670,1,0511097529
13260,2020-08-24 16:42:08.000,1,1004981698
13261,2014-07-23 22:03:21.370,1,0404264505
13262,2015-05-25 14:45:37.540,0,1105201507
13263,2015-10-13 21:59:13.980,0,1306180881
13264,2014-06-23 20:17:10.780,0,0800951824
13265,2013-10-08 09:34:31.690,0,0800640407
13266,2019-11-23 14:01:11.550,0,1106144214
13267,2020-07-22 09:22:39.450,0,1102145900
13268,2013-11-10 10:50:43.660,1,0807892903
13269,2018-01-12 11:40:19.180,1,1110233673
13270,2020-01-26 18:49:50.490,0,1105197147
13271,2014-11-03 14:43:03.360,1,0912908304
13272,2018-04-01 06:12:50.830,1,1302376068
13273,2016-11-06 10:20:29.920,1,1208028608
13274,2017-02-09 04:36:04.800,1,1007036147
13275,2015-05-29 09:07:20.690,0,1104322094
13276,2018-12-01 01:42:14.750,1,0905689606
13277,2018-03-23 09:04:33.610,1,1300400880
13278,2019-06-05 12:43:32.130,1,0810617796
13279,2014-08-31 23:39:36.630,1,0706928642
13280,2016-09-09 18:02:15.240,0,1211419567
13281,2014-04-02 11:35:53.560,0,0911284047
13282,2019-05-02 03:44:39.460,1,1112323112
13283,2019-07-22 10:28:28.290,0,1307861746
13284,2013-11-18 11:26:54.840,0,0710464268
13285,2015-05-07 12:12:38.840,1,0907921246
13286,2014-11-29 06:35:53.580,0,1103316449
13287,2015-05-14 12:38:26.710,1,1000287435
13288,2016-05-21 06:18:23.580,0,1104457784
13289,2020-09-27 15:56:47.960,1,1300274601
13290,2015-03-23 08:24:30.690,0,0911595718
13291,2017-08-12 10:22:35.830,0,0701445659
13292,2019-02-25 16:29:27.600,1,1211110279
13293,2016-01-29 13:59:17.390,1,1302489959
13294,2016-08-02 16:05:34.530,0,1303542633
13295,2016-06-26 10:26:33.360,1,1204829347
13296,2013-11-15 02:44:52.100,0,0611481980
13297,2015-06-23 03:29:55.490,0,0805038026
13298,2018-11-30 00:31:40.510,0,0807417456
13299,2020-11-15 05:30:55.900,1,0908068667
13300,2017-07-13 19:42:29.290,1,1112056106
13301,2016-02-21 17:02:15.120,0,1202978406
13302,2018-04-09 03:21:39.990,0,1300431901
13303,2013-08-08 08:37:59.180,1,0605824401
13304,2017-12-24 02:36:05.600,1,1209659732
13305,2018-12-30 10:45:58.240,1,0200654144
13306,2019-12-02 16:20:35.290,0,1110027051
13307,2016-12-04 11:25:58.510,1,0812360843
13308,2020-09-01 02:59:34.820,0,1200351792
13309,2016-09-15 13:47:48.110,0,1002028873
13310,2015-10-25 15:02:28.770,1,1304532938
13311,2016-07-03 02:19:00.730,1,1302265393
13312,2015-03-01 15:53:10.140,0,1001786931
13313,2020-12-11 17:11:13.860,0,1309328829
13314,2016-02-08 18:29:13.430,1,1207229558
13315,2019-11-04 05:06:14.430,0,1111702695
13316,2016-03-23 18:18:41.920,0,1304616557
13317,2016-11-03 04:17:09.260,0,0800238571
13318,2015-05-07 10:32:19.130,0,0801246483
13319,2020-02-17 08:04:31.950,1,0908629590
13320,2019-11-10 02:58:38.120,1,1010991337
13321,2017-12-22 01:22:44.830,1,1211646264
13322,2017-08-13 03:04:15.860,0,1012417551
13323,2014-02-12 18:53:55.700,0,0803011383
13324,2016-04-03 03:15:48.480,1,0904526821
13325,2015-11-26 08:27:14.650,1,1307047945
13326,2016-09-07 22:13:35.760,1,1112215862
13327,2015-08-13 16:13:33.430,1,1206496150
13328,2013-09-15 18:14:55.380,0,0912640788
13329,2014-01-25 18:09:31.440,0,1101845769
13330,2014-12-24 06:22:28.590,1,1210024059
13331,2016-11-19 22:12:19.250,0,1103466585
13332,2020-04-23 08:32:53.110,0,1306305266
13333,2019-07-21 07:12:36.240,1,1309862346
13334,2018-02-18 03:57:07.350,0,1011939524
13335,2013-12-30 01:00:00.120,0,1212332399
13336,2016-12-24 08:14:13.580,0,1305390825
13337,2019-03-05 19:06:40.280,0,0608771248
13338,2015-01-08 07:52:22.680,1,0604023571
13339,2015-11-20 00:40:56.600,0,0600786911
13340,2016-06-04 19:52:03.550,0,0810167377
13341,2018-12-25 19:09:55.080,1,1109976551
13342,2015-09-12 09:38:51.900,1,0110973642
13343,2020-09-04 16:30:35.480,0,1205976367
13344,2018-05-16 00:54:19.190,1,1204593386
13345,2019-09-20 06:05:29.970,1,1105275073
13346,2015-11-23 18:29:25.690,0,1006979343
13347,2019-03-16 23:18:13.750,1,0906457796
13348,2020-12-20 19:30:03.970,0,0208394018
13349,2017-09-29 10:59:20.100,0,0603923057
13350,2013-09-14 16:07:51.440,1,0400516793
13351,2018-01-11 22:27:42.840,0,1311015661
13352,2013-07-28 16:57:36.350,0,1208177963
13353,2019-10-13 16:27:08.560,1,0902310897
13354,2014-06-18 02:32:17.770,0,1312432347
13355,2020-07-22 18:19:44.460,0,1009910932
13356,2019-07-11 13:57:59.270,1,1201835197
13357,2017-08-06 08:27:44.290,1,1010006085
13358,2018-05-07 05:22:10.700,0,1301281836
13359,2015-07-10 18:08:50.950,1,1400122084
13360,2015-10-03 12:32:22.480,0,0810093935
13361,2017-10-01 00:07:01.850,1,1212348757
13362,2016-08-30 17:11:03.120,0,0801571098
13363,2020-01-17 08:50:03.370,1,1308359986
13364,2015-03-05 07:25:19.510,0,0903348854
13365,2019-12-05 16:50:09.520,0,1205755494
13366,2017-03-11 17:46:07.620,0,0902500058
13367,2016-08-11 08:40:33.910,0,1107911774
13368,2016-04-04 13:14:06.500,0,1101137444
13369,2015-07-22 17:29:13.300,1,1310323456
13370,2016-04-21 20:52:00.850,1,1109692259
13371,2018-01-18 23:12:01.640,0,0507554084
13372,2015-04-07 20:24:46.580,1,0600558265
13373,2020-06-17 09:51:22.540,1,0711639946
13374,2017-02-23 12:12:28.390,0,1306469027
13375,2014-04-27 07:48:43.040,1,1100706105
13376,2015-09-21 15:43:52.930,1,0707169012
13377,2017-12-08 10:33:40.390,0,0010055385
13378,2016-09-29 17:59:36.510,1,1111500362
13379,2017-07-14 21:10:18.520,0,1302810703
13380,2013-06-14 13:57:48.960,1,1000112070
13381,2018-06-24 22:55:22.020,1,1309140552
13382,2015-08-23 20:43:29.470,0,1310245568
13383,2016-12-17 07:15:35.290,1,1207864671
13384,2013-10-23 02:01:39.990,1,1302318589
13385,2017-12-12 07:54:45.750,1,1208277804
13386,2016-10-04 05:14:42.900,0,1306095367
13387,2013-12-21 16:05:44.540,1,0910435239
13388,2018-07-15 04:40:18.470,1,1208259962
13389,2018-07-29 09:37:22.900,0,1210838687
13390,2015-06-21 11:02:00.860,0,1206318252
13391,2020-05-19 23:46:29.300,0,0706690707
13392,2014-04-10 13:44:29.580,0,1009329876
13393,2020-06-30 13:43:31.740,1,1010135763
13394,2013-07-29 12:08:34.120,0,0704241721
13395,2019-09-04 19:45:01.700,1,0804106499
13396,2015-10-07 01:58:51.950,1,1310058224
13397,2016-08-26 00:48:48.530,1,1010795565
13398,2018-12-13 09:05:15.960,1,0806986792
13399,2019-06-11 08:04:09.670,0,1109862362
13400,2015-12-21 12:19:22.340,0,0905856708
13401,2020-04-13 09:48:51.790,1,0811567469
13402,2016-05-23 10:04:07.240,0,0810042692
13403,2018-11-11 02:00:50.660,1,1402586506
13404,2014-11-19 14:07:19.250,0,0004308038
13405,2016-08-26 16:55:49.800,0,0807608006
13406,2016-03-18 02:02:56.260,1,1210150116
13407,2014-02-10 07:06:13.810,1,1301240471
13408,2016-01-30 04:14:40.170,0,1300358162
13409,2013-08-02 18:43:34.730,0,1208082818
13410,2018-04-13 02:35:51.530,0,1302543097
13411,2015-01-13 03:24:18.870,1,1302206704
13412,2014-04-18 14:28:07.770,0,1104061794
13413,2014-04-04 08:11:52.170,1,1203819909
13414,2015-07-08 04:11:01.980,0,1210170195
13415,2018-04-10 13:37:00.460,0,1307470158
13416,2015-07-21 03:23:32.380,0,1206009787
13417,2020-09-13 09:55:27.830,0,1102183454
13418,2019-09-06 06:48:23.370,0,1304068678
13419,2018-03-23 23:30:33.770,1,1211590915
13420,2016-08-12 11:35:26.620,0,1312241573
13421,2016-08-31 01:40:23.080,1,0306043939
13422,2019-01-28 04:00:15.440,1,1402528484
13423,2018-09-07 03:36:43.610,0,1400550221
13424,2013-07-13 06:27:12.440,0,1011061446
13425,2016-12-02 21:05:31.550,1,1302731246
13426,2017-03-22 09:27:32.060,1,1107080208
13427,2015-10-08 06:41:14.840,1,1303244264
13428,2020-04-30 21:42:48.420,1,1110952712
13429,2018-06-21 16:27:26.690,0,1312278199
13430,2019-07-22 05:49:51.090,0,0507229431
13431,2020-01-26 14:55:04.400,0,1302939084
13432,2019-12-27 01:28:24.440,1,1402964187
13433,2018-04-21 09:55:26.850,0,1104275282
13434,2015-01-04 08:50:56.180,0,1210230901
13435,2014-03-03 04:08:57.180,1,1306480265
13436,2015-07-14 12:51:14.780,1,0405765762
13437,2017-10-12 18:42:38.820,0,1010183337
13438,2015-07-10 17:08:16.030,1,0809882789
13439,2018-02-26 09:05:50.200,0,1301197732
13440,2015-03-08 05:51:49.480,1,1403950236
13441,2016-02-03 22:08:29.080,1,0900956233
13442,2018-11-22 11:51:04.370,0,1303399221
13443,2018-05-24 09:56:43.740,0,0905365460
13444,2013-09-27 07:01:31.370,1,1004929620
13445,2013-11-18 07:37:41.980,0,1400160036
13446,2019-07-14 09:18:21.530,1,1301217901
13447,2013-06-18 05:32:37.400,0,1307533520
13448,2018-06-05 09:32:29.750,1,1304710620
13449,2016-04-19 22:31:33.660,1,1109570251
13450,2017-07-27 16:21:29.320,1,0901794838
13451,2016-01-23 16:03:24.130,0,0609468222
13452,2017-12-20 18:00:25.160,0,1207706869
13453,2014-03-03 09:34:42.180,1,0903452976
13454,2016-04-09 20:28:43.050,0,0908853593
13455,2020-04-21 10:38:59.260,0,1011454997
13456,2014-08-27 05:48:36.340,0,1011910409
13457,2018-09-16 06:27:23.630,0,1404660960
13458,2018-10-10 19:33:38.210,1,1208731830
13459,2018-12-17 17:01:47.700,1,1303728990
13460,2020-06-06 07:28:17.750,1,1002040730
13461,2013-11-20 19:21:41.420,0,1207940929
13462,2014-10-12 09:23:25.400,1,0904401618
13463,2018-08-10 11:47:13.490,0,0706972345
13464,2015-01-12 12:53:43.640,0,0608845515
13465,2019-03-18 11:40:47.130,1,1112287200
13466,2016-01-18 01:55:54.440,0,1002921110
13467,2016-12-28 04:32:40.920,0,1312093075
13468,2020-03-30 23:20:56.000,1,1102343152
13469,2014-10-17 00:02:04.800,1,1401511641
13470,2016-03-09 00:45:45.670,1,1309588179
13471,2018-10-08 08:40:53.570,0,1007135958
13472,2018-08-16 16:47:11.790,1,1007550349
13473,2014-12-20 21:42:33.170,1,1305719728
13474,2016-06-27 17:38:44.290,1,0909155992
13475,2013-12-19 13:26:57.530,0,1209864557
13476,2018-10-09 13:49:18.710,1,1208084503
13477,2014-02-15 18:03:31.700,1,0204895218
13478,2018-05-22 20:35:12.230,0,1200041447
13479,2020-08-24 22:49:30.470,1,1010938651
13480,2018-05-22 11:47:10.030,1,0612787865
13481,2017-03-16 03:54:54.650,1,1206916438
13482,2018-05-04 21:08:45.100,0,1112311997
13483,2017-06-22 23:11:14.750,1,1206300106
13484,2014-05-07 00:05:57.360,1,0712275267
13485,2016-12-08 13:46:26.960,1,1108447979
13486,2015-07-18 20:54:39.230,1,1100020750
13487,2019-04-06 15:53:42.250,1,1204453977
13488,2015-06-23 13:26:43.800,1,1307722176
13489,2015-09-14 22:11:56.920,1,1302389724
13490,2020-07-06 22:20:20.850,1,1400235185
13491,2017-10-28 06:23:51.150,0,0902645766
13492,2020-01-02 23:09:00.610,1,1403702785
13493,2017-07-24 00:06:28.340,1,0912019760
13494,2018-09-22 01:37:32.450,1,0911609428
13495,2014-09-27 10:30:08.060,1,1202606744
13496,2014-10-04 12:45:03.680,1,0912491742
13497,2013-09-24 00:03:50.880,1,1304853418
13498,2016-10-21 21:03:00.090,0,1311598217
13499,2015-07-12 19:20:44.240,0,1103321687
13500,2018-11-01 05:41:47.550,0,1309674720
13501,2015-12-27 04:45:40.600,1,0802358165
13502,2014-03-20 06:11:41.400,0,1100372277
13503,2017-01-29 09:30:24.950,1,1304411916
13504,2013-07-23 21:45:47.990,0,1400970916
13505,2019-10-20 07:40:35.760,1,1108975157
13506,2018-06-08 23:16:12.340,0,0710544939
13507,2016-06-11 20:17:51.980,1,1001795635
13508,2018-09-05 15:55:57.900,1,1103777765
13509,2015-10-02 07:01:45.510,0,1203899126
13510,2014-12-23 20:49:40.550,0,0703400135
13511,2013-12-21 11:45:04.630,0,1406933643
13512,2013-10-06 09:52:11.400,0,0907019091
13513,2019-02-15 20:44:07.750,1,1209083418
13514,2014-01-07 05:14:37.670,0,0105674654
13515,2016-09-02 03:33:23.090,1,1207023278
13516,2016-07-18 22:12:56.320,1,0909479219
13517,2018-04-21 10:12:10.650,0,1209938679
13518,2017-09-15 11:41:16.120,0,1108251009
13519,2019-02-03 23:07:16.690,0,0909193261
13520,2017-02-09 14:46:07.890,1,0911565515
13521,2017-10-13 10:02:12.190,1,1004384010
13522,2014-12-17 15:05:57.120,1,0412578583
13523,2017-12-27 01:08:59.080,0,0904248910
13524,2015-04-12 01:41:43.960,1,1209290422
13525,2019-05-12 18:21:54.530,0,1012026525
13526,2019-10-06 09:31:52.960,0,1405813887
13527,2014-07-05 16:40:43.450,0,0705739472
13528,2017-03-30 20:05:00.730,1,1304208319
13529,2015-03-13 07:08:36.220,0,1202714976
13530,2020-03-17 00:41:53.860,0,0808779535
13531,2018-06-27 13:45:27.830,1,0910937964
13532,2018-04-26 21:00:31.620,1,1103002099
13533,2016-04-22 01:14:27.990,0,0702065182
13534,2015-04-05 17:07:42.910,1,0603692778
13535,2015-11-06 07:01:29.420,1,0903835770
13536,2016-06-07 21:43:13.250,1,1309446577
13537,2014-09-15 11:38:20.150,0,1307624690
13538,2017-05-12 01:25:26.760,1,1112880241
13539,2015-07-18 16:25:21.610,0,1205981603
13540,2019-07-02 14:30:14.630,1,1205617738
13541,2020-02-06 00:36:47.260,0,1401523750
13542,2014-01-10 23:57:44.350,1,1305957474
13543,2020-09-21 06:24:58.290,1,1303352876
13544,2014-03-04 01:22:16.360,1,1108258373
13545,2019-12-27 10:35:16.210,0,1205952376
13546,2017-07-03 20:31:39.750,0,1106814620
13547,2014-04-29 02:24:52.860,0,1400726599
13548,2016-12-26 18:51:50.660,1,1205685590
13549,2015-07-01 22:04:09.350,0,0708493868
13550,2019-03-11 12:17:11.740,1,1404038708
13551,2017-06-15 02:32:53.040,1,1408108385
13552,2017-01-08 12:22:34.770,1,1107505093
13553,2018-09-17 21:55:43.410,1,1307386386
13554,2019-06-02 04:34:36.360,0,1302276838
13555,2014-06-30 19:39:35.350,0,0710779982
13556,2014-06-21 13:39:43.470,0,1407299777
13557,2017-03-24 05:02:42.320,0,1212993119
13558,2015-04-01 07:48:40.980,0,1012721080
13559,2015-03-14 03:23:53.460,1,1308792090
13560,2013-06-25 22:08:42.800,0,1305847740
13561,2017-05-16 06:35:28.880,0,1408383760
13562,2020-03-14 00:12:51.260,1,1105715960
13563,2016-12-05 08:47:21.670,1,1308970372
13564,2016-07-17 06:19:51.660,1,1311520398
13565,2017-06-28 07:04:12.730,0,0003670708
13566,2016-08-26 14:44:33.020,1,0709331634
13567,2018-06-16 08:37:43.410,1,1407301363
13568,2017-04-24 03:36:24.830,1,0904442639
13569,2019-03-03 22:13:08.250,0,1104366780
13570,2013-09-06 05:50:09.840,0,1000028934
13571,2015-04-15 10:34:36.170,1,1112494611
13572,2014-05-22 08:46:43.880,1,1400462278
13573,2015-08-10 19:15:54.510,0,0209074521
13574,2020-08-04 08:37:02.070,1,1307401375
13575,2018-01-04 14:09:20.640,0,0701789448
13576,2017-03-14 10:04:27.840,0,1100335546
13577,2015-03-28 08:40:58.840,0,1310815420
13578,2017-04-05 23:46:42.710,1,1212205867
13579,2016-04-15 15:06:27.750,1,0510256378
13580,2015-04-20 21:50:14.770,0,1401909954
13581,2018-11-19 07:07:00.090,0,0805387938
13582,2018-07-09 21:48:52.790,0,1111592565
13583,2015-03-11 22:00:51.370,1,1404371375
13584,2017-01-01 18:51:24.490,0,1005432105
13585,2016-03-13 22:09:00.820,1,0210300118
13586,2014-11-29 01:22:53.050,0,0904427022
13587,2020-08-08 23:04:48.220,1,1107326658
13588,2017-11-20 20:39:51.630,1,1300464973
13589,2014-03-17 21:28:07.560,0,1201171392
13590,2014-10-27 17:21:45.950,1,1207450623
13591,2020-03-16 16:40:30.930,1,0800771195
13592,2020-06-16 03:49:39.170,0,0910816281
13593,2015-08-10 22:01:33.290,1,1200281599
13594,2015-07-04 18:16:38.800,0,1107049300
13595,2015-07-29 07:54:45.740,0,1101996512
13596,2020-11-24 00:23:56.000,1,1409879812
13597,2018-02-05 15:10:22.690,1,1303255682
13598,2017-08-17 00:05:06.620,1,1201944783
13599,2017-09-05 18:18:03.640,0,1005211599
13600,2016-10-11 19:50:43.190,1,0610701830
13601,2020-01-18 11:53:56.340,0,1207971123
13602,2018-01-04 22:48:28.030,0,1301160106
13603,2018-10-25 20:38:42.420,0,1406699780
13604,2015-04-06 16:13:59.510,0,1405597529
13605,2017-05-08 01:42:35.560,0,1310501177
13606,2016-07-05 17:46:09.150,1,1106414971
13607,2014-11-10 17:06:40.250,1,0609235507
13608,2019-02-13 13:18:41.350,0,1402950132
13609,2014-11-07 14:25:15.710,1,1005588784
13610,2018-04-18 09:35:07.520,0,0910096344
13611,2020-03-26 04:58:44.630,0,1204710917
13612,2020-12-18 05:15:59.620,1,1206061133
13613,2019-12-16 16:42:13.230,0,0903031119
13614,2020-11-23 05:33:38.700,1,1405906268
13615,2015-08-07 15:01:42.710,1,0810836073
13616,2019-11-07 08:46:36.090,0,0908052046
13617,2018-06-15 02:11:59.890,1,1407161793
13618,2020-12-03 13:55:57.180,1,0610546255
13619,2013-10-15 08:10:50.840,1,1203320782
13620,2016-01-10 05:41:19.670,0,0707278969
13621,2017-01-17 15:39:44.800,1,0910412945
13622,2014-01-05 11:57:51.770,0,1205664261
13623,2016-07-19 06:08:17.270,0,0411109846
13624,2017-10-17 04:51:22.300,1,1309063235
13625,2014-06-22 13:09:38.910,1,0909029663
13626,2015-10-30 06:44:57.010,1,1306385537
13627,2019-10-12 10:45:10.600,1,1406674942
13628,2013-07-19 00:59:15.700,1,1105210197
13629,2018-06-19 00:42:16.320,1,0502799299
13630,2018-02-10 13:45:24.640,1,1102112853
13631,2020-02-06 18:54:05.150,0,1210861414
13632,2018-08-11 08:35:52.220,0,1310135300
13633,2020-07-31 05:28:39.070,0,1305507987
13634,2020-07-04 19:15:44.570,1,1101788671
13635,2016-04-02 09:56:18.440,1,1011736457
13636,2014-04-26 08:18:32.060,0,1412335626
13637,2020-09-14 01:10:10.380,0,1211934101
13638,2020-12-05 05:46:51.860,1,0703879453
13639,2020-08-26 17:08:48.940,0,1002236666
13640,2020-09-08 04:22:51.670,1,1212433381
13641,2013-06-30 08:16:12.790,1,1000607768
13642,2014-12-06 09:46:06.860,1,1200061990
13643,2016-06-25 06:14:35.920,1,1311957954
13644,2016-11-29 11:53:00.040,0,1111728442
13645,2015-08-03 12:23:01.320,1,1304077415
13646,2020-03-29 11:24:31.320,1,1306323793
13647,2013-12-11 11:07:25.930,1,1311274139
13648,2015-09-17 16:27:54.600,0,1301472023
13649,2020-11-27 03:14:56.100,0,1309882345
13650,2016-09-20 23:08:09.650,1,1000310555
13651,2015-11-21 22:11:56.110,1,1307165592
13652,2018-03-05 01:14:25.510,0,0812431610
13653,2017-04-13 15:54:15.780,1,1106587384
13654,2015-02-06 12:36:43.970,0,1403879442
13655,2020-09-24 04:10:58.390,1,1500394437
13656,2019-06-24 23:56:04.560,0,0808984028
13657,2014-11-28 16:40:10.760,1,1412847895
13658,2014-06-20 15:47:20.120,1,1111201113
13659,2014-03-27 03:04:20.590,1,1212244383
13660,2014-12-19 18:57:38.550,0,1405886531
13661,2017-09-24 07:00:58.560,1,0904343967
13662,2014-10-04 16:07:24.550,1,1303602475
13663,2014-02-06 12:36:25.020,1,0402157216
13664,2017-09-27 00:39:51.070,0,1002536623
13665,2019-03-12 14:41:02.370,0,1309055089
13666,2015-01-25 20:22:52.410,1,1301644476
13667,2013-10-29 23:47:20.540,0,1202353124
13668,2020-06-12 21:26:28.670,0,0905147008
13669,2018-02-01 19:37:20.250,1,0911415601
13670,2014-09-23 06:43:10.650,1,1208002975
13671,2020-02-23 07:36:25.720,0,1308799383
13672,2018-07-10 20:25:08.030,0,0800023484
13673,2013-09-18 20:47:08.240,0,1402764423
13674,2014-02-06 03:47:59.170,1,1007898494
13675,2015-12-22 21:25:06.870,0,0207743934
13676,2015-07-25 05:53:37.940,0,1008966633
13677,2018-07-13 05:43:15.860,0,0506288049
13678,2020-08-19 18:15:17.240,0,1301262511
13679,2015-08-26 16:28:20.970,1,1103625436
13680,2015-03-26 01:45:07.600,1,1109214323
13681,2015-04-30 19:37:31.070,0,1300043951
13682,2017-07-06 18:17:15.990,1,0802938027
13683,2013-08-21 21:44:19.610,0,0804087230
13684,2015-03-10 01:34:06.660,1,0603724519
13685,2015-09-01 15:33:28.530,1,1106635518
13686,2015-05-16 17:39:39.640,1,1407361166
13687,2014-10-09 16:41:36.440,0,1012389827
13688,2018-12-04 16:51:55.100,0,1302744458
13689,2020-10-10 15:04:46.180,0,1409420431
13690,2017-10-09 10:00:13.880,1,1402524328
13691,2020-05-28 15:38:21.300,0,1206394938
13692,2019-09-06 09:22:50.260,0,1409379923
13693,2020-02-21 02:42:31.260,0,1112671025
13694,2019-02-17 22:11:10.380,1,1204110643
13695,2016-05-26 21:21:53.110,1,1211620395
13696,2019-09-26 16:08:48.250,1,1301661254
13697,2014-04-10 21:09:41.840,1,1208973186
13698,2019-09-29 05:34:44.850,1,0407998656
13699,2018-09-19 21:11:57.670,1,1501536710
13700,2013-12-18 16:00:08.910,1,1402810601
13701,2019-11-10 11:37:10.770,1,1208053403
13702,2014-06-30 13:40:57.270,0,1306387832
13703,2018-08-15 20:50:34.360,1,0510538310
13704,2019-08-16 20:31:45.440,1,1406226179
13705,2017-07-29 15:31:43.940,1,1501385565
13706,2018-05-14 01:46:48.080,1,1201874748
13707,2017-11-26 04:27:17.270,0,0805062413
13708,2016-08-17 12:06:16.600,1,1500913226
13709,2020-02-15 15:11:37.110,1,1407972293
13710,2018-08-12 22:17:20.450,1,0200415790
13711,2014-05-24 18:12:48.690,0,1400502609
13712,2015-04-10 22:24:53.530,0,1302758427
13713,2019-10-25 23:18:59.150,1,1501470012
13714,2020-01-02 01:19:13.000,1,1405473504
13715,2020-08-20 23:20:07.480,0,1010266407
13716,2013-08-30 12:43:42.560,0,1008763781
13717,2014-07-25 18:23:04.930,0,0608839967
13718,2019-11-30 11:02:18.360,1,0909180496
13719,2015-07-08 09:06:22.540,0,0810267075
13720,2017-04-07 21:01:22.730,0,1503288734
13721,2013-09-28 03:41:15.960,0,1410274183
13722,2015-11-26 06:55:25.450,0,1109216844
13723,2020-09-02 06:21:42.500,0,1204901216
13724,2013-10-05 09:37:06.360,0,0903667057
13725,2015-04-27 15:04:49.350,0,0610293022
13726,2013-11-28 22:13:35.460,1,1409783712
13727,2019-05-20 17:42:36.780,1,1405720393
13728,2015-08-01 22:35:57.860,0,1406262471
13729,2018-09-12 06:26:06.060,1,1212573361
13730,2017-03-28 05:16:18.620,1,1012436977
13731,2014-09-25 08:43:56.100,0,1309640125
13732,2019-10-15 00:08:31.010,0,1210481387
13733,2015-05-12 21:03:19.560,1,1201881299
13734,2015-02-18 00:28:12.060,0,1200508598
13735,2016-05-15 14:07:56.840,0,1311851688
13736,2014-04-12 05:56:33.800,1,1101210491
13737,2019-11-21 21:26:41.640,1,1402080850
13738,2015-01-06 01:12:34.170,1,0212670429
13739,2018-08-11 10:02:22.730,1,0210931901
13740,2018-04-20 13:46:40.450,1,0903314539
13741,2018-06-20 13:12:22.380,1,0911388311
13742,2019-02-22 04:35:19.850,1,0708162047
13743,2019-10-20 01:40:18.000,0,0409810897
13744,2015-08-10 16:47:25.720,1,1112105845
13745,2016-10-27 15:47:25.180,0,0801442136
13746,2018-07-30 17:13:27.770,0,1407427197
13747,2020-11-11 10:03:51.110,0,0811884428
13748,2013-08-01 01:23:18.260,0,0605636505
13749,2019-06-29 22:51:02.910,1,1409266660
13750,2016-03-08 08:38:10.540,1,1400072216
13751,2018-08-13 21:45:43.320,1,1503132381
13752,2015-05-12 10:07:23.480,1,0812498526
13753,2017-09-02 20:28:22.310,0,1110975496
13754,2014-11-24 00:10:34.940,1,0412833262
13755,2013-09-01 12:18:52.940,1,1311600258
13756,2017-05-27 04:41:45.320,0,0309815084
13757,2014-10-28 07:19:14.780,1,0202070889
13758,2018-04-22 11:13:27.990,1,1010525927
13759,2017-10-01 05:26:56.090,0,1502715493
13760,2017-02-09 17:18:08.470,0,1404699612
13761,2019-12-25 08:04:11.310,1,1306115881
13762,2015-10-07 05:51:19.400,1,1107228941
13763,2018-12-06 05:40:10.540,1,1301670238
13764,2016-05-01 09:55:18.480,0,1010891169
13765,2017-04-29 13:33:24.350,0,0407891072
13766,2015-08-10 18:04:17.690,1,1205542200
13767,2020-11-29 01:21:33.970,1,1305098240
13768,2018-02-16 22:50:47.080,1,1206174587
13769,2017-01-28 11:11:16.150,1,0710004178
13770,2019-10-21 17:23:33.680,1,1407880549
13771,2014-10-09 15:17:00.930,1,1401501468
13772,2020-07-19 17:10:30.760,1,1405452865
13773,2014-10-01 00:59:55.620,0,1311008245
13774,2018-03-19 19:19:42.090,1,0301229636
13775,2019-10-19 07:49:00.360,0,1410848843
13776,2015-08-06 23:05:56.120,1,1207884948
13777,2017-02-06 05:15:07.460,1,1307527998
13778,2018-07-05 13:34:16.770,1,1010247650
13779,2017-12-08 17:49:41.180,1,1306358140
13780,2017-09-27 21:51:21.590,0,0801617945
13781,2014-01-17 12:09:44.350,1,1303065905
13782,2019-03-31 16:19:18.510,1,1210068626
13783,2017-02-01 23:44:54.960,1,1006013630
13784,2015-12-16 21:47:55.520,0,0800895444
13785,2019-08-15 07:30:35.310,0,1506688970
13786,2020-05-15 22:36:32.620,0,1204459720
13787,2015-07-24 03:40:08.700,0,1404616491
13788,2013-11-28 20:52:44.620,1,1306544924
13789,2014-11-28 12:09:19.110,0,1303127822
13790,2019-12-20 09:26:11.530,1,1403224566
13791,2020-06-14 22:37:19.030,1,0610615992
13792,2015-01-11 10:13:13.640,0,1209198312
13793,2018-04-06 19:45:38.090,0,0103179296
13794,2014-12-11 16:44:14.260,1,1412652370
13795,2019-04-27 05:42:29.150,1,1505834585
13796,2016-02-24 07:21:02.970,1,1410565384
13797,2013-08-28 22:55:09.300,1,1301186649
13798,2016-11-29 15:44:59.510,0,1307139037
13799,2019-04-13 03:14:01.380,0,1006858258
